id,birth_date,start_date,first_name,last_name,sex,ethnicity,student,home_block,home_lat,home_lon,work_lat,work_lon
220200000021,1966-06-12,2017-01-01,Christopher,Koenig,male,White,0,380170001001004,46.913584,-96.780631,46.863183,-96.822742
220200000022,1991-07-27,2017-01-01,Trey,Calhoun,male,White,0,380170009042008,46.849745,-96.830970,,
220200000023,1994-11-26,2017-01-01,Rebecca,Kendall,female,White,1,380170004003004,46.893968,-96.796288,,
220200000024,1972-11-17,2017-01-01,Ldymonai,Ragland,female,Black,0,270270301033016,46.843153,-96.745531,46.852750,-96.797687
220200000025,1991-03-15,2017-01-01,Ethan,Osborn,,,0,380170001004000,46.927708,-96.766019,,
220200000026,1979-10-13,2017-01-01,Dak Ray,Keller,male,White,0,270270302011119,46.862248,-96.471052,46.853885,-96.797560
220200000027,1997-01-06,2017-01-01,Noah,Scott,male,White,0,380170103032029,46.828764,-96.828760,,
220200000028,1981-03-24,2017-01-01,Chantel,White,female,White,0,380170103071049,46.821166,-96.816149,,
220200000029,1994-12-09,2017-01-01,Jiri,Webster,male,White,1,380170006004021,46.887771,-96.823359,,
220200000030,1992-06-27,2017-01-01,Logan,Donohue,male,White,0,380170404002067,46.980395,-96.892450,,
220200000031,1993-11-12,2017-01-02,Mariya,Rash,female,White,0,270270301041109,46.667568,-96.662595,46.895206,-96.798085
220200000032,1991-08-18,2017-01-02,Tommy,Nelson,male,White,0,380170009013011,46.858607,-96.805299,,
220200000033,1987-02-17,2017-01-02,Megan,Phillips,female,White,0,380170009032014,46.855953,-96.824765,46.859767,-96.799505
220200000034,1979-04-10,2017-01-02,Eric,Boothroyd,male,,0,270270301031024,46.838117,-96.765435,,
220200000035,1974-01-02,2017-01-02,Gavin,Kocol,male,White,0,270270301023110,46.863686,-96.724548,46.877798,-96.786645
220200000036,1996-12-15,2017-01-02,Ben,Sparks,male,White,1,380170003002004,46.895864,-96.805807,,
220200000037,1996-07-27,2017-01-02,Isaac,Schamel,male,White,0,380170103033007,46.822600,-96.826570,,
220200000038,1969-07-15,2017-01-02,Cole,Boyd,male,White,0,380170003003064,46.936882,-96.792596,46.884690,-96.786408
220200000039,1993-01-06,2017-01-02,Kayla,Walls,female,White,1,270270203002010,46.867739,-96.768726,,
220200000040,1984-07-26,2017-01-02,Noah,Lawson,male,White,0,380170405001015,46.742407,-96.866976,,
220200000041,1945-05-22,2017-01-02,Emily,Fredrickson,female,White,0,380170406003014,46.649363,-97.016428,46.645552,-97.008445
220200000042,1975-06-30,2017-01-02,Courtney,Tarpley,female,White,0,380170405003010,46.785502,-96.823170,46.840588,-96.868087
220200000044,1982-04-08,2017-01-02,Aaron James,Ebersole,male,White,0,380170009011018,46.858589,-96.785995,,
220200000045,1959-06-26,2017-01-02,Ryan,Curnutte,male,White,0,270270202022011,46.882043,-96.765088,46.911290,-96.787572
220200000046,1993-12-07,2017-01-02,Amber,Barnhill,female,White,1,380170005022008,46.889493,-96.810336,,
220200000047,1958-06-23,2017-01-02,Rebecca,Chandler,female,White,0,380170001003022,46.908470,-96.770192,,
220200000048,1988-04-23,2017-01-02,Aaron,Granmoe,male,White,0,380170010012033,46.833400,-96.812940,,
220200000049,1975-12-18,2017-01-02,Heath,Laliberte,male,White,0,270270202021003,46.889786,-96.766539,46.849583,-96.769473
220200000050,1962-10-02,2017-01-02,Mark,Van De Weghe Jr,male,White,0,270270302011081,46.912888,-96.495069,,
220200000051,1982-10-11,2017-01-02,Ala'A,Cluff,female,White,0,380170009041019,46.856873,-96.818775,,
220200000052,1986-07-29,2017-01-02,Samantha,Hagan,female,White,0,380170403001032,46.904530,-97.215342,,
220200000054,1977-09-30,2017-01-02,Kayleigh,Gwardyak,female,White,0,380170002023012,46.906078,-96.788042,46.848649,-96.722996
220200000055,1998-07-26,2017-01-03,Dean,King,male,White,1,270270204001005,46.866674,-96.755357,,
220200000057,1978-05-29,2017-01-03,Jace,Johnson,male,White,0,380170404003087,46.908567,-96.905391,46.904380,-96.793999
220200000058,1983-08-24,2017-01-03,Alliyah,Thompson,female,Black,0,270270201005023,46.863630,-96.726907,,
220200000062,1980-07-11,2017-01-03,Cedar,Neuman,male,,0,380170405003042,46.763836,-96.829356,46.804408,-96.826696
220200000063,1969-05-08,2017-01-03,Darren,Martin,male,White,0,380170002013009,46.916281,-96.783981,,
220200000064,1998-11-27,2017-01-03,Sarah,O'Bryan,female,White,1,380170003002003,46.896530,-96.801824,,
220200000066,1980-07-04,2017-01-03,Amelia,Cangilla,female,White,0,380170005021043,46.883903,-96.794701,46.863183,-96.822742
220200000069,1968-10-10,2017-01-04,Matthew,Distin,male,White,0,380170006002038,46.871234,-96.811494,46.846044,-96.816618
220200000071,1997-05-06,2017-01-04,Aubrey,Bralish,female,White,1,380170006004000,46.887537,-96.810385,,
220200000072,1978-10-26,2017-01-04,Brandon,Borga,male,White,0,380170010012018,46.837919,-96.812748,,
220200000073,1963-09-02,2017-01-04,Christian,Ashley,male,White,0,270270201005004,46.869803,-96.744645,46.804677,-96.848378
220200000074,1990-02-23,2017-01-04,Emily,Shuster,female,White,0,380170007002012,46.876171,-96.788924,,
220200000075,1968-09-13,2017-01-04,Pollyane,Hardy,female,White,0,380170001001013,46.910286,-96.778704,46.879640,-96.935511
220200000076,1985-12-09,2017-01-04,Anders,Kenyon,male,White,0,270270201003003,46.881872,-96.751855,46.804677,-96.848378
220200000078,1965-03-28,2017-01-04,Mallory,Clark,female,White,0,380170103062040,46.825083,-96.815730,46.835428,-96.851869
220200000079,1985-11-18,2017-01-04,Hannah,Fort,female,White,0,380170102042006,46.864222,-96.896080,46.897753,-96.802437
220200000080,1980-01-19,2017-01-04,Andrew,Mellin,male,White,0,380170103071005,46.820384,-96.802926,46.884913,-96.785970
220200000081,1973-08-29,2017-01-04,Taryn,Humphries,female,,0,380170103062023,46.826040,-96.812320,,
220200000083,1965-08-25,2017-01-04,Dylan,Wilbee,male,White,0,380170403001026,46.902343,-97.218169,,
220200000084,1979-01-13,2017-01-05,Sierra,Mcneil,female,White,0,380170102042049,46.850956,-96.902849,46.860050,-96.825442
220200000086,1978-02-13,2017-01-05,Kevin,Jenness,male,Asian,0,380170009014008,46.851271,-96.801213,46.907317,-96.799586
220200000087,1998-03-23,2017-01-05,Kate,Begordis,female,White,1,270270204001005,46.866674,-96.755357,,
220200000088,1960-02-28,2017-01-05,Samantha,Craig,female,White,0,270270301031004,46.845513,-96.758454,46.906180,-96.774842
220200000089,1968-12-12,2017-01-05,Amy,Mountfort,female,White,0,380170010012015,46.837152,-96.817577,,
220200000090,1988-06-04,2017-01-05,Joshua,Staidl,male,White,0,380170102042001,46.865089,-96.884506,46.862444,-96.879799
220200000091,1981-07-13,2017-01-05,Robert,Trautwein,,White,0,380170010013019,46.834751,-96.804582,,
220200000092,1956-10-09,2017-01-05,Devon,Seibold,male,White,0,380170006002026,46.871340,-96.817677,46.884141,-96.788192
220200000093,1998-12-23,2017-01-05,Julia,Ray,female,White,1,380170003001019,46.902497,-96.795787,,
220200000094,1998-10-14,2017-01-05,Jayson,Dorrell,male,,0,380170103032027,46.828925,-96.830876,46.780244,-96.799106
220200000095,1977-05-19,2017-01-05,Maggie,Thompson,female,White,0,270270201005005,46.869358,-96.741127,,
220200000096,1975-04-29,2017-01-05,Kasey,Oliver,male,White,0,380170103033003,46.823630,-96.821047,,
220200000098,1962-05-01,2017-01-05,Ross,Glass,male,White,0,380170103071049,46.821166,-96.816149,,
220200000100,1985-02-18,2017-01-05,David,Collins,male,White,0,380170101081030,46.853648,-96.876145,46.935469,-96.831332
220200000101,1977-03-09,2017-01-06,Brent,Pope,male,White,0,380170402001054,47.236234,-96.999133,,
220200000102,1974-11-09,2017-01-06,Megan,Forrester,female,White,0,380170405002524,46.826407,-96.859530,46.833861,-96.867819
220200000103,1986-08-29,2017-01-06,Alexander,Straughn,male,White,0,380170009042005,46.853146,-96.835123,46.879640,-96.935511
220200000110,1997-10-01,2017-01-06,Ashley,Sorensen,female,White,1,270270204001005,46.866674,-96.755357,,
220200000111,1974-10-07,2017-01-06,Autumn,Smith,female,White,0,270270201005007,46.866638,-96.733205,46.850388,-96.756921
220200000112,1996-07-17,2017-01-06,Karli,Victor,female,,1,380170005022017,46.888139,-96.809808,,
220200000113,1996-05-01,2017-01-06,Nicholas,Rose,male,White,0,270270301043082,46.870951,-96.578081,46.860906,-96.717273
220200000114,1995-11-25,2017-01-06,Kaitlyn,Finley,female,White,0,380170405002449,46.794152,-96.806004,,
220200000116,1994-10-26,2017-01-06,Annette,Conroy,female,White,1,380170005022017,46.888139,-96.809808,,
220200000117,1995-09-15,2017-01-06,Michael,Rastok,male,White,0,380170008021010,46.869229,-96.799757,46.850511,-96.769747
220200000119,1996-02-15,2017-01-07,Bryan,Kleist,male,White,0,380170405002190,46.815475,-96.874932,,
220200000120,1965-04-30,2017-01-07,Larry,Smile,male,White,0,270270302021034,46.650220,-96.408375,46.871546,-96.581345
220200000122,1976-12-02,2017-01-07,Olivia,Campana,female,White,0,380170005014002,46.889452,-96.792941,,
220200000123,1994-11-06,2017-01-07,James,Clayton,male,White,0,380170405002132,46.831275,-96.859410,,
220200000124,1963-04-07,2017-01-07,Bethany,Parker,female,White,0,380170103051000,46.841745,-96.837412,46.855955,-96.812702
220200000127,1971-04-22,2017-01-07,Andrew,Brite,,White,0,270270302021061,46.645603,-96.410967,,
220200000130,1984-04-24,2017-01-07,Taylor,Lacey,female,Black,0,380170001001010,46.911116,-96.778687,46.884682,-96.787727
220200000131,1987-05-06,2017-01-07,Jack,Svityashchuk,male,White,0,270270301072124,46.984776,-96.764093,,
220200000132,1986-03-18,2017-01-07,Alexander,Klos,male,White,0,380170005014015,46.884156,-96.789768,,
220200000133,1976-11-13,2017-01-07,Collin,Schmehl,male,White,0,270270302021064,46.644051,-96.404921,,
220200000134,1976-05-22,2017-01-07,Aidan,Higgs,male,White,0,380170103051001,46.842179,-96.836084,,
220200000135,1987-07-28,2017-01-07,Graham,Conrad,male,White,0,380170101072005,46.869894,-96.860374,46.878475,-96.835067
220200000136,1982-02-27,2017-01-07,Elijah,Pfister,male,White,0,380170103034015,46.812349,-96.831400,46.884913,-96.785970
220200000137,1979-02-23,2017-01-07,Heather,Collom,female,,0,380170402001259,47.078546,-96.828542,,
220200000138,1980-11-20,2017-01-08,Phelan,Huner,female,Black,0,270270301031024,46.838117,-96.765435,,
220200000141,1972-05-11,2017-01-08,Jared,Lusk,male,White,0,380170404003058,46.925344,-96.862395,46.853885,-96.797560
220200000143,1971-04-17,2017-01-08,Matthew,Thompson,male,White,0,380170102012070,46.869476,-96.917086,46.839506,-96.766937
220200000144,1973-10-22,2017-01-08,Bryan,Grezak,male,White,0,380170102012104,46.861136,-96.915649,46.833861,-96.867819
220200000145,1960-06-12,2017-01-08,Anthony,Goodwin,male,White,0,380170102042030,46.857195,-96.895407,46.906585,-96.774618
220200000146,1979-11-02,2017-01-08,Taber,Molliconi,male,White,0,380170008022007,46.865255,-96.802511,,
220200000147,1981-03-29,2017-01-08,Brandon,Jones,male,White,0,380170406001340,46.713738,-97.069368,46.836796,-96.849664
220200000148,1980-10-09,2017-01-08,Cody,Singer,male,White,0,380170405002348,46.810716,-96.859339,,
220200000149,1984-08-26,2017-01-08,Levi,Abriam,male,White,0,270270203001027,46.871569,-96.774037,46.840588,-96.868087
220200000150,1963-10-30,2017-01-08,Katie,Hunter,female,White,0,380170102033041,46.871998,-96.898890,,
220200000151,1978-10-22,2017-01-08,Jessica,Warr,female,White,0,380170008013009,46.865516,-96.797452,46.804677,-96.848378
220200000152,1973-12-12,2017-01-08,Amanda,Klym,female,White,0,380170004002004,46.898489,-96.786388,46.863183,-96.822742
220200000153,1982-05-23,2017-01-08,Bridger,Solomon,male,White,0,380170002012003,46.911734,-96.785318,46.845580,-96.815978
220200000155,1984-02-06,2017-01-08,Gregory,Downs,male,White,0,270270301042099,46.778805,-96.653612,,
220200000156,1978-07-16,2017-01-08,Kemberli,Pollick,female,White,0,380170103071012,46.811552,-96.811468,46.840208,-96.798207
220200000157,1988-01-24,2017-01-08,Cody,Yaron,male,White,0,380170405002070,46.840562,-96.916740,46.850929,-96.883703
220200000158,1992-10-28,2017-01-08,Tomas,Toman,male,White,0,380170405002070,46.840562,-96.916740,,
220200000159,1988-07-27,2017-01-08,Mariah,Ayres,female,White,0,380170003003010,46.962068,-96.800312,46.882834,-96.771741
220200000160,1994-08-18,2017-01-09,Luis,Valles,male,,1,380170006004022,46.887782,-96.824427,,
220200000161,1998-01-18,2017-01-09,Ryan,Baldwin,male,White,0,270270301031028,46.838804,-96.759574,,
220200000163,1998-07-09,2017-01-09,Zachary,Van Tress,male,White,1,380170003002030,46.892837,-96.800430,,
220200000164,1997-06-28,2017-01-09,Dalton,Kinch,male,White,1,270270204001005,46.866674,-96.755357,,
220200000165,1990-12-25,2017-01-09,Nicholas,Deneau,male,White,0,380170009011037,46.853118,-96.789865,46.884544,-96.787065
220200000166,1964-07-21,2017-01-09,Conni,Naudin,female,White,0,270270201005007,46.866638,-96.733205,,
220200000168,1985-06-20,2017-01-09,Regan,Samour,female,White,0,270270301021015,46.879001,-96.709697,,
220200000169,1970-12-06,2017-01-09,Travis,Smith,male,White,0,380170102012104,46.861136,-96.915649,,
220200000170,1996-10-11,2017-01-09,Osgoode,Leiva,male,White,1,380170005022000,46.889475,-96.801551,,
220200000171,1994-01-15,2017-01-09,Victoria,Ball,female,White,0,380170103032031,46.829719,-96.827893,,
220200000172,1964-01-17,2017-01-10,Thomas,Unselt,male,White,0,380170401001340,46.988822,-97.483750,46.839506,-96.766937
220200000174,1992-09-19,2017-01-10,Rachel,Streib,female,White,0,270270205001004,46.862422,-96.781189,46.882741,-96.772025
220200000175,1983-05-15,2017-01-10,Arianna,Kite,female,White,0,380170404001046,46.893353,-97.050294,46.833166,-96.800069
220200000176,1994-03-05,2017-01-10,Wisdom,Lockwood,male,White,1,380170005022022,46.887682,-96.801582,,
220200000177,1967-11-05,2017-01-10,Luke,Pedersen,male,White,0,270270202022006,46.878768,-96.760354,,
220200000179,1965-01-11,2017-01-10,Trenton,Fellhauer,male,White,0,380170402001023,47.234998,-97.002317,,
220200000180,1981-03-11,2017-01-10,Garrett,Petrelli,male,White,0,380170405002532,46.822989,-96.852980,46.907317,-96.799586
220200000184,1979-11-16,2017-01-11,Bria,Lapora,female,White,0,380170405002347,46.810754,-96.863928,46.897753,-96.802437
220200000188,1991-09-04,2017-01-11,Karissa,Apodaca Slaughter,female,,0,270270301022012,46.876133,-96.696432,46.878475,-96.835067
220200000189,1990-02-14,2017-01-11,Adam,Ball,male,White,0,270270301031034,46.835745,-96.760418,46.832297,-96.800211
220200000190,1995-11-04,2017-01-11,Pierce,Rodriguez,male,White,1,380170005022010,46.889849,-96.812669,,
220200000191,1993-02-24,2017-01-11,Kathryn,Suazo,female,White,1,380170003002004,46.895864,-96.805807,,
220200000193,1981-04-21,2017-01-11,Tori,Jenkins,female,Black,0,380170403003169,46.970300,-97.208902,46.869030,-96.785232
220200000198,1965-10-05,2017-01-11,Jessica,Wolfe,female,White,0,270270302014087,46.878845,-96.316780,,
220200000200,1994-12-11,2017-01-12,Nicholas,Holt,male,White,0,270270204002002,46.866692,-96.765569,,
220200000203,1977-01-14,2017-01-12,Riley,Piatnichko,male,,0,270270204003000,46.864530,-96.770120,46.849747,-96.766828
220200000205,1987-07-31,2017-01-12,Chloe,Strang,female,White,0,380170009011028,46.854975,-96.788492,,
220200000207,1975-03-13,2017-01-12,Ashley,Stawarz,female,White,0,380170008021002,46.872402,-96.802560,,
220200000208,1997-07-04,2017-01-12,Logan,Hazlehurst,male,White,1,380170003001019,46.902497,-96.795787,,
220200000209,1981-09-16,2017-01-12,Emily,Hopp,female,White,0,380170103051054,46.835931,-96.834480,,
220200000212,1943-12-15,2017-01-12,Dalton,Rosenthal,male,White,0,380170101091021,46.868124,-96.869035,46.865905,-96.762332
220200000215,1969-08-12,2017-01-12,Zachary,Braker,male,White,0,380170102032006,46.871062,-96.890636,,
220200000216,1975-07-27,2017-01-12,Hailey,Hotter,female,White,0,380170006001031,46.885435,-96.827286,,
220200000217,1972-04-24,2017-01-12,Matthew,Barnes,male,White,0,380170002013010,46.917197,-96.781464,46.839486,-96.766994
220200000218,1969-06-05,2017-01-12,Heidi,Savage,female,White,0,380170101071215,46.872009,-96.854117,46.846044,-96.816618
220200000220,1985-01-04,2017-01-12,Ethan,Stark,male,White,0,380170101082046,46.852976,-96.872054,46.865529,-96.753691
220200000223,1972-06-29,2017-01-13,Callie,Holle,female,White,0,380170103034010,46.815239,-96.836263,46.831182,-96.846612
220200000224,1965-10-23,2017-01-13,Zoe,Ragab,female,White,0,270270201005019,46.865217,-96.739389,46.874129,-96.768319
220200000227,1972-08-16,2017-01-13,Jonathan,Tedrow,male,White,0,380170009011027,46.854972,-96.789776,,
220200000230,1979-09-23,2017-01-13,Seth,Dittler,male,,0,380170002022005,46.918625,-96.792770,,
220200000231,1933-04-16,2017-01-13,Jacob,Phillips,male,White,0,270270301042035,46.822176,-96.775023,46.866951,-96.788305
220200000232,1982-05-15,2017-01-13,Keegan,Mckenzie,male,White,0,380170101091012,46.872187,-96.864463,46.839506,-96.766937
220200000234,1993-01-30,2017-01-13,Shaina,Biggerstaff,,White,1,380170004003008,46.891565,-96.795532,,
220200000236,1971-01-01,2017-01-14,Denisee,Ramos,female,,0,270270206001008,46.861265,-96.749735,,
220200000237,1987-10-17,2017-01-14,Ashley,Farabaugh,female,White,0,380170102042007,46.863254,-96.894206,46.878475,-96.835067
220200000238,1996-02-29,2017-01-14,Timothy,Emick,male,White,1,380170003001019,46.902497,-96.795787,,
220200000239,1969-04-05,2017-01-14,Katelyn,Rakhman,female,White,0,270270302012035,46.981452,-96.252236,,
220200000240,1969-08-14,2017-01-14,Emma,Masek,female,White,0,380170103051000,46.841745,-96.837412,46.780244,-96.799106
220200000241,1954-01-24,2017-01-14,Emma,Mcdannel,female,White,0,380170010011017,46.845420,-96.807519,46.831158,-96.820760
220200000242,1969-10-16,2017-01-14,Thomas,Miller,male,White,0,380170405001053,46.756969,-96.911338,,
220200000243,1993-06-09,2017-01-14,Will,Macke,male,White,1,380170005022010,46.889849,-96.812669,,
220200000244,1987-05-07,2017-01-14,Jessica,Neal,female,Black,0,270270301042007,46.826842,-96.750633,,
220200000245,1980-04-05,2017-01-14,Jacob,Vandenberg,male,White,0,270270205002019,46.854053,-96.772943,,
220200000246,1967-04-14,2017-01-14,Austin,Miklin,male,White,0,270270301032001,46.842681,-96.728962,,
220200000247,1937-02-17,2017-01-14,Ciera,Parks,female,White,0,380170010012005,46.842174,-96.812994,46.855955,-96.812702
220200000248,1979-12-30,2017-01-14,Zachary,Galligan,male,White,0,380170101061044,46.851381,-96.846236,46.866951,-96.788305
220200000249,1950-12-07,2017-01-14,Lauren,Love,female,White,0,380170405002246,46.810767,-96.915543,46.876069,-96.902195
220200000251,1994-02-23,2017-01-14,Amanda,Wessels,female,White,1,380170005022016,46.887771,-96.808392,,
220200000252,1975-03-09,2017-01-14,Sonia,Fabiano,female,Black,0,380170003003010,46.962068,-96.800312,46.866109,-96.799523
220200000253,1940-04-23,2017-01-14,Jackson,Frank,male,White,0,380170405002451,46.793366,-96.815669,46.879640,-96.935511
220200000254,1994-03-07,2017-01-14,Thomas,Boyd,male,White,1,380170003002004,46.895864,-96.805807,,
220200000255,1998-04-26,2017-01-14,Kyle,Burke,male,White,0,270270301041019,46.738448,-96.781279,46.867131,-96.759447
220200000256,1989-08-20,2017-01-14,Patrick,Bowen,male,White,0,380170010011005,46.846283,-96.801273,46.874445,-96.793427
220200000257,1969-11-02,2017-01-14,Nickeesha,Cate,female,White,0,270270201005007,46.866638,-96.733205,46.833401,-96.801354
220200000258,1979-10-25,2017-01-14,Joel,Flemmer,male,White,0,380170103034015,46.812349,-96.831400,46.838805,-96.799432
220200000259,1972-04-07,2017-01-14,Taran,Alstad,male,White,0,380170008014020,46.862615,-96.788374,46.858239,-96.799548
220200000260,1996-06-29,2017-01-14,Derek,Miller,male,White,0,380170005011033,46.882637,-96.782796,,
220200000261,1993-08-29,2017-01-14,Stacey,Smith,female,,1,380170006004000,46.887537,-96.810385,,
220200000262,1973-07-09,2017-01-14,Avery,Peterson,female,White,0,380170101092021,46.871283,-96.874699,,
220200000263,1998-12-24,2017-01-14,Shane,Stott,male,White,0,380170006001029,46.885866,-96.828625,46.884913,-96.785970
220200000264,1950-08-19,2017-01-14,Leigha,Buckley,female,White,0,380170405002104,46.840665,-96.871796,46.843040,-96.820664
220200000265,1948-07-08,2017-01-14,Jacob,Hall,male,White,0,270270302012110,46.910290,-96.227646,,
220200000266,1989-12-21,2017-01-14,Taher,Crawford,male,,0,380170101092022,46.872613,-96.873691,46.861991,-96.833256
220200000267,1976-01-06,2017-01-14,Alan,Alexander,male,White,0,380170406002084,46.681503,-96.820820,,
220200000269,1979-05-17,2017-01-14,Kelty,Kramp,female,White,0,380170003003060,46.939594,-96.795015,46.862804,-96.770058
220200000270,1980-05-01,2017-01-14,Devin,Lyon,male,White,0,380170102012070,46.869476,-96.917086,46.907317,-96.799586
220200000271,1994-04-13,2017-01-15,Braden,Fife,male,White,1,380170003001025,46.899334,-96.806014,,
220200000272,1988-04-28,2017-01-15,Cassidy,Marquard-Whittington,female,White,0,380170404003051,46.927952,-96.869853,46.833166,-96.800069
220200000273,1992-06-11,2017-01-15,Dane,Fischbach,male,White,0,270270201004005,46.884211,-96.743119,,
220200000274,1996-09-16,2017-01-15,Johnson,Luckett,male,,1,270270203002010,46.867739,-96.768726,,
220200000275,1977-08-17,2017-01-15,Natalie,Noorulamin,female,White,0,380170010011005,46.846283,-96.801273,46.852721,-96.797782
220200000277,1983-12-31,2017-01-15,Gerhard A,Miller,male,White,0,270270201005017,46.868178,-96.741484,,
220200000278,1977-05-22,2017-01-15,Cody,Jones,male,White,0,380170008014006,46.867350,-96.782788,46.848649,-96.722996
220200000280,1976-06-11,2017-01-15,Melanie,Crocker,female,White,0,380170009032024,46.857260,-96.833414,,
220200000281,1976-07-03,2017-01-15,Kayla,Bakken,female,White,0,380170005014020,46.883904,-96.793214,,
220200000282,1982-09-22,2017-01-15,John,Goddard,male,White,0,380170001001009,46.911950,-96.778703,46.904159,-96.794124
220200000283,1986-04-12,2017-01-15,Emily,Lanigan,female,White,0,380170101082055,46.848587,-96.870164,,
220200000284,1985-06-14,2017-01-15,Caroline,Strang,female,White,0,270270201002004,46.887607,-96.749445,46.897753,-96.802437
220200000285,1978-02-08,2017-01-15,Ryan,Gammel,male,White,0,380170101081017,46.859114,-96.881565,,
220200000286,1988-08-02,2017-01-15,Anthony,Letourneau,male,White,0,380170009013023,46.856627,-96.805324,46.846044,-96.816618
220200000287,1983-06-01,2017-01-15,Tyler,Fosdick,male,White,0,270270302014036,46.883156,-96.312188,46.831437,-96.827593
220200000288,1996-10-23,2017-01-15,Cameron,Bodily,male,White,0,270270201004014,46.880245,-96.738342,46.878799,-96.785736
220200000290,1974-05-31,2017-01-15,Dakota,Allen,male,White,0,270270302022044,46.652830,-96.405612,46.804677,-96.848378
220200000291,1975-09-09,2017-01-15,Christopher,Bridges,male,White,0,380170103071036,46.823335,-96.810410,,
220200000292,1995-10-08,2017-01-15,Jalen,Flynn,male,Black,0,380170405002123,46.820212,-96.856509,,
220200000293,1995-08-03,2017-01-16,Sarah,Andrews,female,White,1,380170003002002,46.897359,-96.801023,,
220200000295,1972-07-03,2017-01-16,Elizabeth,Orr,female,White,0,380170102042003,46.865274,-96.893555,46.862892,-96.904731
220200000296,1998-08-08,2017-01-16,Evelin,Hall,female,White,0,380170405002425,46.797754,-96.812925,,
220200000297,1970-08-27,2017-01-16,Kayleigh,Carey,female,White,0,380170405002278,46.826948,-96.915574,,
220200000298,1963-12-31,2017-01-16,Evan,Wolf,male,White,0,380170102042001,46.865089,-96.884506,,
220200000299,1990-03-28,2017-01-16,Bryce,Rasplicka,male,White,0,380170102041002,46.868046,-96.896852,46.845580,-96.815978
220200000300,1995-03-27,2017-01-16,Brett,Hartleben,male,White,1,380170003001019,46.902497,-96.795787,,
220200000301,1997-05-04,2017-01-16,Madeline,King,female,White,1,380170005022014,46.887380,-96.806559,,
220200000302,1976-10-28,2017-01-16,Colton,Camp,male,White,0,380170405001069,46.739850,-96.906697,,
220200000303,1959-05-13,2017-01-16,Keith,Lynch,male,White,0,270270301023048,46.881336,-96.728276,46.839465,-96.850735
220200000305,1963-11-24,2017-01-16,Keneka,Stopper,female,White,0,270270201005007,46.866638,-96.733205,,
220200000306,1987-01-13,2017-01-16,Jacob,Sheffer,male,White,0,270270206002006,46.859385,-96.762084,,
220200000307,1964-09-04,2017-01-16,Ashlee,Ryan,female,White,0,270270302013068,47.079477,-96.255918,,
220200000308,1997-11-24,2017-01-16,Nicholas,Schneider,male,White,0,270270204003000,46.864530,-96.770120,,
220200000309,1972-10-12,2017-01-16,Zachary,Thompson,male,White,0,380170103061039,46.828548,-96.805681,46.859183,-96.846525
220200000310,1972-11-06,2017-01-16,Chelsea,Farley,female,White,0,380170405002070,46.840562,-96.916740,,
220200000311,1978-06-10,2017-01-16,Francine,Spottedwarbonnet,female,Native American,0,380170001004005,46.924341,-96.771564,46.863183,-96.822742
220200000312,1996-10-24,2017-01-16,Allanah,Spetzler,female,White,1,380170004003001,46.893972,-96.792952,,
220200000313,1994-12-13,2017-01-16,Susanne,Holwell,female,White,0,380170009013003,46.860601,-96.800729,,
