id,birth_date,start_date,first_name,last_name,sex,ethnicity,student,home_block,home_lat,home_lon,vehicle_make,vehicle_model,vehicle_year,vehicle_color,vehicle_grand,vehicle_noir,vehicle_elite,rides,stars
220200000197,1971-02-13,2017-01-11,Christopher,Quick,,White,0,270270206003018,47.237408,-97.004059,Nissan,Armada,2012,black,1,0,0,109,449
220200000199,1970-11-09,2017-01-11,Alexis,Crow,female,White,0,270270206004020,46.868308,-96.786160,INFINITI,Q70,2016,black,0,1,0,86,391
220200000201,1993-01-19,2017-01-12,Nikolai,Ridgley,male,White,0,270270204003000,46.811019,-97.084544,Kia,Sorento,2003,white,0,0,0,80,287
220200000202,1997-05-09,2017-01-12,Tyler,Lay,male,White,0,380170009031001,46.819315,-96.827322,Audi,Q7,2014,silver,1,0,0,159,680
220200000204,1995-10-21,2017-01-12,Vincent,Leavell,male,White,0,380170002011019,46.921815,-96.780208,Toyota,Highlander,2009,other,1,0,0,0,0
220200000206,1980-12-17,2017-01-12,Evan,Segura,male,White,0,380170004004005,46.941235,-96.871467,Cadillac,SRX,2008,black,0,0,0,157,643
220200000210,1973-03-02,2017-01-12,Yee,Reilly,female,Asian,0,270270302014004,46.900856,-97.211884,Honda,CR-V,2016,silver,0,0,0,44,182
220200000211,1987-01-07,2017-01-12,Nicholas,Shafer,male,White,0,380170101062016,46.877068,-96.734124,Chevrolet,Suburban,2014,black,1,1,1,97,418
220200000213,1954-10-01,2017-01-12,Hunter,Macheledt,male,White,0,380170002012001,46.914413,-96.784874,Kia,Sorento,2014,white,0,0,0,0,0
220200000214,1985-08-31,2017-01-12,Ryan,Blakely,male,White,0,380170101072013,46.867251,-96.815930,Hyundai,Tucson,2015,white,0,0,0,229,1013
220200000219,1986-03-01,2017-01-12,Kokouvi,Butler,male,,0,380170008024014,46.900883,-97.212678,GMC,Terrain,2012,brown,0,0,0,96,431
220200000221,1962-05-16,2017-01-12,Chance,Patalan,male,White,0,270270201003027,46.875429,-97.208537,Ford,Expedition,2014,black,1,1,1,108,498
220200000222,1998-06-17,2017-01-13,Eugene Alan,Bailey,male,White,1,380170004003008,46.869229,-96.799757,Nissan,Rogue,2010,white,0,0,0,36,148
220200000225,1973-08-26,2017-01-13,Trevor,Stark,male,,0,380170008011027,46.796290,-96.912103,Kia,Optima,2011,yellow,0,0,0,176,655
220200000226,1981-03-17,2017-01-13,Kylie,Angevine,female,White,0,380170101091015,46.870497,-96.870955,Jeep,Grand Cherokee,2004,silver,0,0,0,0,0
220200000228,1982-05-16,2017-01-13,Kelsey,Abell,female,,0,380170010021007,46.900883,-97.212678,Chrysler,Town and Country,2005,green,1,0,0,335,1391
220200000229,1971-12-12,2017-01-13,Jaykup,Winsor,male,White,0,270270301023006,46.868329,-96.915896,Toyota,Prius,2012,red,0,0,0,95,423
220200000233,1985-05-24,2017-01-13,Abram,Ennis,male,,0,380170005021026,46.864721,-96.847488,Toyota,Avalon,2016,black,0,1,0,40,180
220200000235,1993-09-15,2017-01-13,Tyler,Rasmussen,male,White,1,380170003002000,46.663171,-96.803912,Ford,Focus,2014,gray,0,0,0,366,1623
220200000250,1975-10-15,2017-01-14,Kassidy,Del Valle,female,White,0,380170103033004,46.869030,-96.785232,Kia,Sorento,2016,brown,0,0,0,22,101
220200000268,1979-10-11,2017-01-14,Samuel,Romero,male,White,0,270270206004019,46.848921,-96.760492,Honda,Pilot,2015,silver,1,0,0,0,0
220200000276,1985-12-14,2017-01-15,Malcolm,Coleman,male,Black,0,380170101072004,46.868475,-96.856933,Ford,Escape,2016,black,0,0,0,0,0
220200000279,1969-02-19,2017-01-15,Darren,O'Herron,male,White,0,380170405002127,46.900856,-97.211884,Mercedes-Benz,GLA-Class,2017,black,0,1,0,158,714
220200000289,1980-06-08,2017-01-15,Jordan,Howard,male,White,0,380170009041017,46.850929,-96.883703,Volkswagen,Jetta,2005,white,0,0,0,103,433
220200000294,1968-05-26,2017-01-16,Sean,Hotsenpiller,male,White,0,380170004001012,46.850366,-96.868438,Buick,Encore,2016,white,0,0,0,161,697
220200000304,1997-05-10,2017-01-16,Ciara,Lawson,female,White,0,380170101062000,46.844926,-96.854555,Lincoln,Navigator,2016,black,1,1,1,415,1871
220200000316,1977-12-13,2017-01-17,Robert,Kaminsky,male,White,0,380170401001089,46.833464,-96.806624,Mercedes-Benz,GL-Class,2014,black,1,1,1,125,569
220200000331,1997-05-10,2017-01-17,Bobby,Seals,male,Black,1,270270204001005,46.879764,-96.720096,Hyundai,Tucson,2005,white,0,0,0,212,835
220200000333,1997-08-25,2017-01-17,Tyler,Carlson,male,White,1,270270204001005,46.885665,-96.844987,Subaru,Outback,2017,gray,0,0,0,307,1351
220200000335,1972-08-23,2017-01-18,Skyler,Wright,female,White,0,380170102013021,46.868685,-96.857618,Mazda,3,2013,black,0,0,0,67,304
220200000341,1977-05-22,2017-01-18,Ashlee,Arnold-Read,female,White,0,380170102041020,46.862328,-96.852838,Honda,CR-V,2003,black,0,0,0,119,464
220200000342,1979-01-31,2017-01-18,Emily,Blair,female,White,0,270270206004012,46.830012,-96.910620,BMW,X3,2012,gray,0,0,0,47,189
220200000343,1962-06-11,2017-01-18,Shaofan,Chen,male,Asian,0,380170009032013,46.815162,-96.831686,GMC,Envoy XL,2003,black,0,0,0,228,887
220200000344,1994-02-26,2017-01-18,Dakota,Oliver,male,White,1,380170006004031,46.851271,-96.801213,Toyota,Avalon Hybrid,2017,black,0,1,0,46,220
220200000345,1994-12-16,2017-01-18,Colt,Armstrong,male,White,0,270270301031023,46.853780,-96.798058,Honda,Odyssey,2010,silver,1,0,0,63,283
220200000352,1986-03-31,2017-01-18,Michael,Bena,male,White,0,380170405002267,47.013592,-96.974904,Nissan,Armada,2015,gray,1,0,0,143,615
220200000360,1965-05-14,2017-01-19,A D,Kirkland,male,White,0,380170002013007,46.865655,-96.775811,Cadillac,Escalade,2010,gray,1,0,0,103,423
220200000362,1997-09-06,2017-01-19,Mikaila,Gawkoski,female,White,0,380170102041017,46.863957,-96.902734,Toyota,Camry Hybrid,2014,brown,0,0,0,0,0
220200000363,1982-03-22,2017-01-19,Connie,Campbell,female,,0,380170405002339,46.820212,-96.856509,Chevrolet,Tahoe,2014,black,1,1,1,114,494
220200000365,1980-06-30,2017-01-19,Jeremy,Pixley,male,White,0,380170010011017,46.845420,-96.807519,Nissan,Armada,2015,blue,1,0,0,0,0
220200000368,1984-01-13,2017-01-19,Charles,Milner,male,White,0,270270201003008,47.100983,-97.144133,Acura,TSX,2012,other,0,0,0,149,620
220200000369,1979-11-16,2017-01-20,Jeffrey,Poindexter,male,White,0,380170004004002,46.877406,-96.855226,Lincoln,Navigator,2016,black,1,1,1,253,1115
220200000379,1966-08-29,2017-01-21,Andrew,Durant,male,White,0,380170405002260,46.870961,-96.786051,Subaru,Outback,2004,gray,0,0,0,100,399
220200000382,1974-05-25,2017-01-21,Aaron,Boyle,male,White,0,270270302014004,46.898953,-96.324926,Mercedes-Benz,C-Class,2011,black,0,0,0,0,0
220200000389,1995-05-15,2017-01-21,Jessica,Cooper,female,White,0,380170006001143,46.922337,-96.820208,Toyota,Highlander,2015,silver,1,0,0,133,558
220200000410,1981-01-12,2017-01-22,Andrew,Meister,male,,0,380170101072000,46.872404,-96.859159,Chevrolet,Suburban,2014,red,1,0,0,0,0
220200000415,1992-01-24,2017-01-22,Peter,Shafer,male,Asian,0,380170103031005,46.824748,-96.821325,GMC,Envoy,2007,white,0,0,0,0,0
220200000426,1985-10-05,2017-01-22,Zane,Thompson,male,White,0,380170101091037,46.843190,-96.859448,Mercedes-Benz,CLS-Class,2010,red,0,0,0,140,575
220200000437,1976-10-11,2017-01-23,Austin,Golden,male,White,0,380170103033010,46.875669,-96.846213,Ford,Expedition,2013,black,1,1,1,546,2408
220200000438,1975-03-14,2017-01-23,Chase,Thomsen,male,White,0,380170010011017,46.845420,-96.807519,Hyundai,Sonata,2006,blue,0,0,0,0,0
220200000440,1978-12-16,2017-01-23,Landin,Keyfauver,male,White,0,380170002022022,46.872452,-96.862546,Honda,Accord,2007,white,0,0,0,39,159
220200000441,1990-01-03,2017-01-23,Jessie,Penney,male,White,0,380170403002051,46.897555,-97.419349,INFINITI,QX,2012,yellow,1,0,0,110,407
220200000442,1974-10-23,2017-01-23,William,Palomo,male,Native American,0,270270301032004,46.869030,-96.785232,INFINITI,QX60,2014,black,1,1,1,185,827
220200000446,1995-06-16,2017-01-23,Trenton,Beach,male,White,0,380170009014001,46.850989,-96.894354,Chevrolet,Suburban,2014,black,1,1,1,432,1913
220200000450,1992-04-13,2017-01-24,Tory,Stuber,male,White,0,270270301031014,46.633395,-97.001355,Volkswagen,Jetta,2013,blue,0,0,0,173,737
220200000455,1970-01-13,2017-01-24,Brandon,Dunn,male,White,0,380170008014022,46.814304,-96.920550,Ford,Focus,2009,black,0,0,0,264,1071
220200000456,1996-10-27,2017-01-24,Ty,Melander,male,White,1,380170006004051,47.217053,-97.186705,Ford,Explorer,2007,black,1,0,0,350,1409
220200000457,1985-04-08,2017-01-25,Tucker,Johnson,male,White,0,380170009033013,47.081735,-96.261184,Subaru,B9 Tribeca,2007,white,1,0,0,325,1282
220200000458,1978-06-13,2017-01-25,Karli,Sears,,White,0,380170406003036,46.887668,-96.797454,INFINITI,QX,2012,gray,1,0,0,79,342
220200000460,1993-10-05,2017-01-25,Devin,Shaw,,White,0,380170101091005,46.873038,-96.870003,Toyota,Camry,2010,black,0,0,0,0,0
220200000461,1953-07-26,2017-01-25,Austin,Keever,male,White,0,380170103061014,46.834527,-96.884350,Ford,Expedition,2016,black,1,1,1,214,971
220200000463,1972-10-24,2017-01-25,Corinne,Adelman,female,White,0,380170101091017,46.876788,-96.789257,Lincoln,Aviator,2004,red,0,0,0,45,187
220200000466,1986-11-06,2017-01-25,Benjamin,Tooke,male,White,0,270270302012059,46.650654,-97.015425,Cadillac,Escalade ESV,2017,black,1,1,1,101,460
220200000468,1956-01-09,2017-01-25,Wesley,Weathers,male,White,0,270270205001005,46.873177,-96.850006,Volkswagen,Jetta,2007,red,0,0,0,56,217
220200000470,1960-04-08,2017-01-25,Taylor,Meyer,male,White,0,270270301071186,46.841663,-96.804395,Honda,CR-V,2015,yellow,0,0,0,113,441
220200000473,1980-02-23,2017-01-25,Dejan,Scott,male,White,0,380170010011031,46.876543,-96.913490,Chevrolet,Suburban,2014,black,1,1,1,214,943
220200000475,1983-06-14,2017-01-26,Samuel,Hanson,male,,0,380170008025011,46.939838,-96.760141,Toyota,RAV4,2014,silver,0,0,0,56,242
220200000479,1994-02-15,2017-01-26,Garrett,Sellie,male,White,1,270270204001005,46.815475,-96.874932,Ford,Expedition,2015,black,1,1,1,506,2228
220200000481,1986-09-19,2017-01-26,Mason,Hagberry,male,White,0,270270203004021,46.851271,-96.801213,Hyundai,Elantra,2008,red,0,0,0,57,245
220200000483,1980-08-18,2017-01-26,Stephen,Schwab,male,White,0,380170009042027,46.890820,-96.801119,Mercury,Mountaineer,2007,black,1,0,0,165,687
220200000495,1997-06-17,2017-01-27,Jeremiah,Flos,male,White,0,270270201004015,46.828542,-96.968678,Honda,Accord,2015,black,0,0,0,49,221
220200000496,1982-09-17,2017-01-27,Renae,Hoffa,female,White,0,380170405002288,46.868780,-96.767183,Ford,Fusion,2006,gray,0,0,0,141,564
220200000497,1973-11-02,2017-01-27,Maxwell,Masters,male,White,0,380170002012008,46.808640,-96.858401,Toyota,Avalon,2016,black,0,1,0,188,879
220200000498,1964-04-11,2017-01-27,Abigail,Shahmardian,female,White,0,380170101091037,46.831416,-96.854350,Honda,Civic,2016,white,0,0,0,82,360
220200000500,1974-03-17,2017-01-27,Caleb,Kocher,male,White,0,380170402002343,46.874095,-96.787481,Mazda,3,2004,white,0,0,0,161,632
220200000501,1998-06-27,2017-01-27,Max,Hoyt,male,White,0,270270301032009,46.839739,-96.727856,Ford,Fusion,2012,red,0,0,0,0,0
220200000502,1996-01-08,2017-01-27,Wesley,Robb,male,,0,380170002021001,46.842998,-96.864471,Dodge,Intrepid,2003,green,0,0,0,203,759
220200000508,1971-06-20,2017-01-27,Jazmin,Hunter,female,White,0,380170406001277,46.861092,-96.854655,Kia,Sedona,2009,silver,1,0,0,157,620
220200000509,1975-03-07,2017-01-27,Keaton,Pazmino,male,White,0,380170103061000,46.816399,-96.874038,Hyundai,Entourage,2007,red,1,0,0,137,566
220200000526,1987-08-23,2017-01-28,Connor,Johnson,male,White,0,380170006003017,46.738727,-96.742190,Toyota,RAV4,2002,gray,0,0,0,92,336
220200000541,1979-09-13,2017-01-29,Christian,Vosika,male,White,0,270270301031015,46.841204,-96.750737,Chevrolet,Suburban,2013,black,1,1,1,0,0
220200000549,1976-02-04,2017-01-29,Brandon,Kalin,male,White,0,270270206004004,46.824326,-96.910778,Toyota,Highlander,2002,blue,1,0,0,338,1273
220200000551,1996-03-02,2017-01-29,Ethan,King,male,,1,270270204001009,46.814166,-96.889155,Acura,TL,2003,black,0,0,0,166,613
220200000563,1971-08-30,2017-01-29,Rachel,Park,female,White,0,270270202021023,46.853834,-96.798273,Chevrolet,Malibu,2009,silver,0,0,0,143,586
220200000564,1983-07-26,2017-01-29,Sheridan,Dowler,female,White,0,270270202021019,46.750366,-96.923079,Hyundai,Sonata,2005,silver,0,0,0,133,549
220200000569,1994-05-19,2017-01-30,Wesley,Totten,male,White,0,380170101072013,46.873973,-96.903633,Ford,Focus,2012,blue,0,0,0,156,659
220200000571,1985-10-27,2017-01-30,Jacob,Evans,male,White,0,380170102033021,46.873486,-96.896969,INFINITI,QX80,2015,black,1,1,1,0,0
220200000573,1991-07-03,2017-01-30,Jo-El,Mckendry,female,White,0,380170101062004,46.814304,-96.920550,Chevrolet,Tahoe Hybrid,2013,white,1,0,0,98,412
220200000575,1996-05-12,2017-01-30,Derek,Scheiler,male,White,0,380170405002274,46.840588,-96.868087,Mazda,3,2011,black,0,0,0,43,190
220200000576,1986-01-29,2017-01-30,Sean,Maltas,male,White,0,380170002011020,46.882284,-96.706780,Nissan,Altima,2009,white,0,0,0,13,49
220200000578,1977-10-05,2017-01-30,Thomas,Wederquist,male,,0,380170009013011,46.843533,-96.765084,Chrysler,300,2012,white,0,0,0,77,331
220200000583,1991-01-07,2017-01-30,Nicholas,Davis,,White,0,380170008023000,46.873478,-96.805426,Toyota,Avalon Hybrid,2017,black,0,1,0,0,0
220200000589,1995-07-06,2017-01-31,Quinton,Kruse,male,,0,380170102041020,46.864190,-96.899380,Ford,Expedition,2013,black,1,1,1,0,0
220200000590,1998-12-31,2017-01-31,Cameron,Pinkstaff,male,White,0,270270301022027,46.876591,-96.902517,Acura,MDX,2015,black,1,1,1,268,1224
220200000591,1997-06-01,2017-01-31,Derek,Palm,male,,0,380170405002269,46.879556,-96.787497,Ford,Fusion,2014,silver,0,0,0,78,335
220200000592,1950-06-21,2017-01-31,Jordyn,Harmsen,female,White,0,380170010012033,46.911789,-96.788480,Subaru,Tribeca,2013,white,1,0,0,86,372
220200000593,1992-11-05,2017-02-01,Joshua,Landree,male,White,0,380170009043004,46.835453,-96.885585,Ford,Focus,2003,gray,0,0,0,15,59
220200000594,1973-12-13,2017-02-01,Kayla,Harpster,female,,0,380170405002183,46.842641,-96.766346,Volvo,XC90,2012,gray,1,0,0,92,408
220200000595,1988-06-16,2017-02-01,Cory,Wilson,male,White,0,380170010013008,46.906585,-96.774618,Ford,Explorer,2005,silver,1,0,0,109,433
220200000613,1959-12-08,2017-02-02,Micheal,Castaneda,male,,0,380170002022030,46.910948,-96.790418,Ford,Edge,2017,green,0,0,0,0,0
220200000616,1988-03-18,2017-02-02,Michael,Moore,male,White,0,380170103032031,46.633395,-97.001355,Mercedes-Benz,C-Class,2016,black,0,1,0,387,1730
220200000618,1981-10-02,2017-02-02,Trenton,Russell,male,White,0,270270201001010,46.842761,-96.861005,Lexus,IS F,2013,black,0,1,0,168,744
220200000622,1987-06-11,2017-02-02,John,Peeples,male,White,0,270270301031020,46.884155,-96.843655,Ford,Focus,2015,other,0,0,0,276,1217
220200000625,1967-09-21,2017-02-02,Cody,Zink,male,White,0,270270301023005,46.758444,-96.901319,Cadillac,Seville,2004,black,0,0,0,210,795
220200000626,1988-10-07,2017-02-02,Corbie,Lasher,female,White,0,380170101082057,46.866674,-96.755357,Chrysler,Town and Country,2009,black,1,0,0,210,826
220200000628,1981-03-20,2017-02-02,Josie,Hayes,female,,0,380170103061035,47.237408,-97.004059,Toyota,Corolla,2011,silver,0,0,0,232,982
220200000629,1967-03-03,2017-02-02,Jordan,Labadie,male,,0,270270202021005,46.828582,-96.822884,Jeep,Grand Cherokee,2005,black,0,0,0,152,615
220200000631,1996-10-17,2017-02-03,Evan,Wells,male,White,0,380170103051025,46.831416,-96.854350,Mercury,Montego,2005,red,0,0,0,257,1001
220200000632,1997-07-02,2017-02-03,Olivia,Whorlow,female,White,0,270270203004007,47.013592,-96.974904,Toyota,Highlander,2016,black,1,0,0,87,365
220200000635,1971-02-27,2017-02-03,Craig,Pierce,,White,0,270270301021009,46.878834,-96.712922,Acura,RL,2004,white,0,0,0,0,0
220200000641,1989-12-02,2017-02-03,Peter,Thorson,male,Asian,0,380170403001045,46.884155,-96.843655,Nissan,Sentra,2016,silver,0,0,0,220,968
220200000644,1985-08-17,2017-02-03,Marcus,Rogers,male,White,0,270270302014067,46.884315,-96.833286,Acura,RDX,2010,brown,0,0,0,10,35
220200000646,1994-07-14,2017-02-03,James,Lawhead,male,White,0,380170101061033,46.880229,-96.793454,Chrysler,300,2013,black,0,1,0,49,216
220200000648,1981-02-02,2017-02-03,Michael,Roach,male,White,0,380170005021011,46.859393,-96.846426,Jeep,Commander,2007,silver,1,0,0,149,605
220200000649,1976-12-28,2017-02-03,Richard,Nava,male,Hispanic,0,380170103051047,46.970028,-96.783741,GMC,Yukon,2017,black,1,1,1,50,223
220200000651,1994-01-26,2017-02-04,Joshua,Dunahoo,male,White,0,380170010011017,47.111113,-97.389120,Chrysler,200,2015,brown,0,0,0,46,199
220200000652,1979-07-15,2017-02-04,Austin,Delisa,male,White,0,380170405002516,46.929936,-96.864692,Kia,Sorento,2014,silver,0,0,0,78,339
220200000663,1986-02-12,2017-02-04,Anthony,Lambert,male,White,0,270270301031024,46.825086,-96.800107,Ford,Explorer,2014,brown,1,0,0,344,1469
220200000679,1984-10-04,2017-02-05,Casey,Walck,male,White,0,380170010021007,47.100983,-97.144133,Lincoln,Navigator,2017,black,1,1,1,257,1172
220200000708,1997-03-11,2017-02-06,Cody,Pineda,male,White,1,380170004003000,46.894370,-96.764015,Honda,Civic,2002,gray,0,0,0,144,543
220200000710,1981-05-23,2017-02-06,Sean,Manning,male,White,0,270270301031035,46.884155,-96.843655,Hyundai,Santa Fe,2007,white,1,0,0,39,146
220200000711,1997-03-11,2017-02-06,Jessica,Meinert,female,White,0,270270301031024,46.863651,-96.750091,Chevrolet,Tahoe,2015,black,1,1,1,190,857
220200000715,1997-09-15,2017-02-06,Austin,Henrie,male,White,0,270270204002016,46.893686,-96.849602,Dodge,Grand Caravan,2004,gray,1,0,0,60,251
220200000718,1994-12-15,2017-02-06,Danielle,Dana,female,White,0,380170101082050,46.849961,-96.869706,Mitsubishi,Outlander,2006,silver,1,0,0,0,0
220200000719,1977-09-06,2017-02-06,Catherine,Mccarthy,female,White,0,270270203001036,46.873248,-96.765579,Chevrolet,Tahoe,2002,gray,1,0,0,0,0
220200000721,1988-02-14,2017-02-06,Mallory,Hayes,female,White,0,380170103032029,46.900673,-97.208991,Volkswagen,Jetta,2016,gray,0,0,0,123,542
220200000722,1964-03-19,2017-02-06,Cassidy,Hatfield,female,White,0,380170008021009,46.870264,-96.800547,Lexus,LX 570,2017,gray,1,0,0,0,0
220200000725,1950-01-14,2017-02-06,Marquest,Padilla,male,Black,0,270270206004019,46.665669,-96.813850,Ford,Explorer,2015,silver,1,0,0,189,846
220200000728,1996-10-04,2017-02-06,Aimee,Sleep,female,White,0,270270302014037,46.851488,-96.861216,Ford,Expedition,2014,black,1,1,1,153,660
220200000730,1995-09-22,2017-02-06,Tyler,Martinez,male,White,0,270270302021065,46.641182,-96.410671,Toyota,Avalon,2014,black,0,1,0,0,0
220200000731,1989-04-16,2017-02-06,Madison,Jack,female,White,0,380170103051013,46.861090,-96.812283,Hyundai,Equus,2014,black,0,1,0,17,77
